id,sample,location,sample_date,sample_time,hour,wday,week,month,year,temp_field,do_field,cond_field,ph_field,tds_field,turbidity_field,chl_a,phycocyanin,al,p,fe,fluoride,chloride,nitrite,bromide,nitrate,phosphate,sulfate,uv_254,turbidity,colour,doc,toc,tn,ph_lab,rdl_al,rdl_p,rdl_fe,rdl_fluoride,rdl_chloride,rdl_nitrite,rdl_bromide,rdl_nitrate,rdl_phosphate,rdl_sulfate,chlorophyll_a,alkalinity,dn,ul_p,ul_al,ul_fe,cyra,mcye_ndaf,sxta,total_cyano,lod_cyra,lod_mcye_ndaf,lod_sxta,lod_total_cyano,grab_mclr,passive_mclr,spe_grab_mclr,grab_mclr_lod,passive_mclr_lod,spe_grab_mclr_lod
bgmut-1255,s1_070924,Shubie 1,2024-07-09,10:27:00,10,3,28,7,2024,20.9,6.82,237.8,7.1,167.9,-0.79,NA,0.05,16.251330900869213,8.220982871078247,13.281800787564697,49.9808,81164,63.6262,35.2476,1454.7417,248.605,22585.8986,0.08966666666666667,0.705,7.333333333333333,NA,NA,NA,6.9377,2,5,2,9,12,9,9,10,10,9,0.69,23.3237,NA,250,1000,1000,0,381.8454383318933,0,19211.642725221333,3,3,3,3,0,0,NA,0.22114,0.00631578947368421,NA
tsspl-1292,s1_071624,Shubie 1,2024-07-16,10:05:00,10,3,29,7,2024,23.8,4.63,256.3,7.08,170.8,1.56,NA,0.06,NA,NA,NA,39.7308,58061.4,NA,33.825,394.197,NA,17765.5116,0.08700000000000001,0.645,7.333333333333333,3.737,4.061999999999999,0.3256,6.8663,NA,NA,NA,9,12,9,9,10,10,9,0.31,24.8726,0.268,NA,NA,NA,0,238.8614607928515,0,33717.869879599515,3,3,3,3,0,0,NA,0.22114,0.00631578947368421,NA
mdvni-1344,s1_072324,Shubie 1,2024-07-23,09:56:00,9,3,30,7,2024,23.9,6.25,262,7.5,173.8,NA,NA,NA,12.005082374749298,15.837821663445864,16.017429107536987,42.9298,NA,NA,39.7831,585.9023,NA,23995.4131,0.07833333333333332,0.5313333333333333,6.666666666666667,2.8119999999999994,2.867,0.2791,6.9197,2,5,2,9,12,9,9,10,10,9,NA,24.851,0.2443,250,1000,1000,0.365158062037072,623.7418995638009,0,7768.290235579456,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
yixro-1373,s1_073124,Shubie 1,2024-07-31,10:16:00,10,4,31,7,2024,23.1,6.96,252.6,7.04,170.5,0.5,NA,0.01,10.151583936209828,7.461601689214944,14.447078548262752,35.3566,NA,NA,31.1759,467.1611,NA,13119.6194,0.078,0.6653333333333333,6.666666666666667,3.094,3.242,0.27490000000000003,6.8023,2,5,2,9,12,9,9,10,10,9,0.74,22.8684,0.27990000000000004,250,1000,1000,12.211181544988278,1843.1043531740336,0,23547.12681876415,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
imktm-1402,s1_080624,Shubie 1,2024-08-06,09:45:00,9,3,32,8,2024,23.5,7.49,256.1,7.36,171.3,11.5,NA,0.39,11.630753114411204,5.377696725824745,16.503292459344912,92.9856,60624.2,21.1455,37.4513,593.8756,NA,22952.0562,0.07566666666666666,0.9446666666666668,6,3.3869999999999996,3.0709999999999997,0.2372,6.9688,2,5,2,9,12,9,9,10,10,9,0.79,24.9051,0.24655,250,1000,1000,0,1699.8034854037164,0,11840.398585242569,1.8,1.8,1.8,1.8,0,0,NA,0.22114,0.00631578947368421,NA
xofnh-1431,s1_081324,Shubie 1,2024-08-13,10:20:00,10,3,33,8,2024,23.22,8.44,255.1,7.71,171.686,-1.96,NA,0.03,9.538293938460669,10.0988912511512,8.622639116878846,44.0339,60465.5,155.1484,21.4311,420.2996,263.713,17258.2123,0.073,0.656,5.333333333333333,3.383,3.477,0.2531,6.8969,2,5,2,9,12,9,9,10,10,9,1.25,25.3298,0.2297,10000,1000,1000,2.4797233516317263,3411.4024974792924,0,13536.138790931998,1.8,1.8,1.8,1.8,0.0255062,NA,NA,0.22114,NA,NA
escoo-1453,s1_082024,Shubie 1,2024-08-20,09:57:00,9,3,34,8,2024,23.4,7.88,253.3,7.53,169.8,-1.28,NA,-0.04,13.851016337180296,7.448984470739774,18.36173216251533,34.9253,58380.6,NA,23.355,244.5093,NA,18334.7716,0.071,1.4853333333333332,6,3.293,3.444,0.24890000000000004,7.1438,2,5,2,9,12,9,9,10,10,9,0.87,25.9117,0.205,3500,1000,1000,3.5877141215625494,4694.313650960382,0,14140.659417820536,1.8,1.8,1.8,1.8,0.4797977,0.00501216842105263,NA,0.22114,0.00631578947368421,NA
robcj-1486,s1_082724,Shubie 1,2024-08-27,10:36:00,10,3,35,8,2024,22.1,6.32,281.4,7.27,193.5,-1.74,NA,-0.02,NA,NA,NA,131.3523,61673.6,NA,24.3787,235.0708,NA,19394.045,0.06433333333333334,1.3173333333333332,8.666666666666666,2.94,2.5575,0.17154999999999998,NA,NA,NA,NA,9,12,9,9,10,10,9,0.76,NA,0.1862,NA,NA,NA,0.25041693945141247,4569.2073370264225,0,11653.83165167598,4,4,4,4,0.4924262,0.07395673684210527,NA,0.22114,0.00631578947368421,NA
bmlon-1506,s1_090324,Shubie 1,2024-09-03,10:06:00,10,3,36,9,2024,20.8,8.94,245.8,7.9,173.7,0.14,NA,0.07,8.376004668468255,4.972894902335288,15.744538972550806,154.5428,59258,13.5654,22.1206,186.4232,NA,22085.0324,0.07,1.0326666666666666,5.333333333333333,3.128,2.8709999999999996,0.1602,6.844,2,5,2,9,12,9,9,10,10,9,1.59,26.7829,0.2289,250,1000,1000,5135.501141304244,4715.609937053586,0,10695.044826221085,3.6,3.6,3.6,3.6,0.492031,0,NA,0.22114,0.00631578947368421,NA
rilcn-1531,s1_091024,Shubie 1,2024-09-10,10:04:00,10,3,37,9,2024,19.198,8.05,337,7.28,186.194,-0.85,NA,0.1,14.997560729784862,7.410650027268379,18.839859205264123,100.4866,57246.4,16.6198,26.3677,498.5445,NA,24947.1787,0.079,1.41,19.666666666666668,2.827,3.024,0.1992,6.8611,2,5,2,9,12,9,9,10,10,9,1.5,24.9837,0.1841,1000,1000,1000,2265.008338870072,3251.7396781790144,0,18168.80903100461,4,4,4,4,0.0839387,NA,NA,0.22114,NA,NA
abotg-1555,s1_091724,Shubie 1,2024-09-17,10:05:00,10,3,38,9,2024,18.703,5.98,321.8,6.93,239.891,1.57,NA,0.41,52.83705806415731,5.822683814206215,61.511663117667645,NA,57672.7,14.6834,18.8046,238.3282,4.0884,13434.5378,0.07066666666666667,3.82,5.333333333333333,2.845,3.01,0.2277,6.7886,2,5,2,9,12,9,9,10,10,9,2.48,23.6489,0.2458,10000,1000,1000,2828.846332851698,2458.2420659867817,0,19682.21464520941,4.5,4.5,4.5,4.5,0.166435727,NA,NA,0.22114,NA,NA
kkrkw-1591,s1_092424,Shubie 1,2024-09-24,10:25:00,10,3,39,9,2024,16.981,6.44,344.2,7.04,265.396,-0.41,NA,0.1,15.93719033339501,3.3160039388333007,19.125509130006037,109.7796,60005.2,12.7695,22.6971,248.3671,NA,13989.3788,0.07200000000000001,1.2066666666666668,5.333333333333333,3.219,3.253,0.13040000000000002,6.6769,2,5,2,9,12,9,9,10,10,9,1.95,24.7198,0.2647,250,1000,1000,6369.502094150837,7726.76536964591,0,18476.734739849468,4.5,4.5,4.5,4.5,NA,0.01947290526315789,NA,0.22114,0.00631578947368421,NA
ccfcp-1648,s1_100124,Shubie 1,2024-10-01,09:49:00,9,3,40,10,2024,17.573,7.8,261.6,7.33,197.316,-0.67,NA,0.25,10.056435059930124,5.203378849298336,13.383453253568392,66.3883,57938.1,6.6331,30.2612,402.4506,34.8456,22948.5472,0.069,2.526666666666667,5.333333333333333,3.253,3.3539999999999996,0.2072,6.7838,2,5,2,9,12,9,9,10,10,9,2.17,25.1037,0.1994,250,1000,1000,0,4928.8579253547305,0,24870.014349710775,4.5,4.5,4.5,4.5,0.1623841,0.0172664947368421,NA,0.22114,0.00631578947368421,NA
hjgjw-1677,s1_100824,Shubie 1,2024-10-08,10:00:00,10,3,41,10,2024,15.902,7.49,318.2,7.31,262.941,-1.02,NA,-0.03,7.843070565666751,20.231216243033465,12.76807242093027,50.9368,58576,9.8191,31.557,465.0398,38.0845,24742.484,0.06966666666666667,0.8093333333333333,6,3.28,3.248,0.1894,6.7683,2,5,2,9,12,9,9,10,10,9,1.75,24.6987,0.2341,250,1000,1000,0,3384.731738323804,0,1832.2103620263465,3,3,3,3,0.0444263,0,NA,0.22114,0.00631578947368421,NA
nvrwc-1733,s1_101524,Shubie 1,2024-10-15,10:07:00,10,3,42,10,2024,13.77,7.62,281.1,7.14,232.068,4.24,NA,0.86,8.656225114944341,12.801196214217784,56.6819244373503,22.0333,65148.1,11.5678,28.7165,635.5562,41.9718,13919.795,0.075,1.3066666666666666,9.666666666666666,3.296,3.4359999999999995,0.2035,6.7428,2,5,2,9,12,9,9,10,10,9,2.42,25.8274,0.204,250,1000,1000,0,3412.5228663330017,0,17015.877068253612,3.6,3.6,3.6,3.6,0.1248119,0.01567686315789473,NA,0.22114,0.00631578947368421,NA
efval-1772,s1_102224,Shubie 1,2024-10-22,10:18:00,10,3,43,10,2024,11.941,6.43,328.3,6.99,285.206,3.36,NA,2.87,10.531903118806376,7.374807200390479,42.93462349224033,NA,NA,NA,NA,NA,NA,NA,0.07666666666666666,1.4233333333333331,8,3.205,3.244,0.1887,6.9092,2,5,2,NA,NA,NA,NA,NA,NA,NA,2.95,25.1552,0.1955,250,1000,1000,0,7627.801631091144,0,31323.057338684557,3.6,3.6,3.6,3.6,0.139043709,0.01015954736842105,NA,0.22114,0.00631578947368421,NA
ofpjd-1802,s1_102924,Shubie 1,2024-10-29,10:05:00,10,3,44,10,2024,9.438,6.51,378.1,7.44,350.241,4.14,NA,0.17,9.371051983487064,8.696068108019988,41.566118856888686,NA,NA,NA,NA,NA,NA,NA,0.076,1.9166666666666667,6.666666666666667,3.147,3.3369999999999997,0.2766,7.0197,2,5,2,NA,NA,NA,NA,NA,NA,NA,1.34,26.0863,0.2032,250,1000,1000,0,3256.9249300640204,0,25523.365407142464,3.6,3.6,3.6,3.6,0.0696911,0.04260856842105264,NA,0.22114,0.00631578947368421,NA
yhqmu-1822,s1_110524,Shubie 1,2024-11-05,09:42:00,9,3,45,11,2024,9.73,10.89,190.9,7.76,175.192,0.95,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07466666666666666,1.36,5.333333333333333,3.087,3.179,0.2304,8.0834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,61.1808,0.214,NA,NA,NA,0,554.8937516690936,0,13918.888451354238,3.6,3.6,3.6,3.6,0,0.02327447368421052,NA,0.22114,0.00631578947368421,NA
wkcxe-1842,s1_111224,Shubie 1,2024-11-12,10:00:00,10,3,46,11,2024,9.124,10.7,186.5,7.72,174.1,-0.99,NA,0.14,9.617206855727902,8.05305427314029,26.587331797578376,NA,NA,NA,NA,NA,NA,NA,0.078,1.393333333333333,8,3.145,3.181,0.29900000000000004,6.8142,2,5,2,NA,NA,NA,NA,NA,NA,NA,1.92,26.4058,0.29080000000000006,250,1000,1000,3262.539733749089,4265.633488297339,0,13199.91806188494,3,3,3,3,0.11819782,0.03304398947368421,NA,0.22114,0.00631578947368421,NA
vdjus-1855,s1_111924,Shubie 1,2024-11-19,10:16:00,10,3,47,11,2024,7.154,11.6,177.6,7.72,175.155,-0.89,NA,0.17,8.284800112573826,75.57995832278904,23.547040266873015,NA,NA,NA,NA,NA,NA,NA,0.077,1.3733333333333333,6,NA,NA,NA,6.8266,2,5,2,NA,NA,NA,NA,NA,NA,NA,1.81,28.2785,NA,250,1000,1000,0.07854785256779435,1512.943237734071,0,8724.52643670253,2.4,2.4,2.4,2.4,0,0.00342736842105263,NA,0.22114,0.00631578947368421,NA
nbupb-1871,s1_112624,Shubie 1,2024-11-26,10:00:00,10,3,48,11,2024,7.024,11.74,173.4,7.69,171.65,-0.68,NA,0.13,14.649631139386024,5.73896873986032,27.269307211651917,NA,NA,NA,NA,NA,NA,NA,0.08,1.7700000000000002,8.333333333333334,NA,NA,NA,6.7915,2,5,2,NA,NA,NA,NA,NA,NA,NA,1.66,22.5391,NA,250,1000,1000,2440.5314399777253,2109.28824906082,0,13885.162539875617,3,3,3,3,0,0,NA,0.22114,0.00631578947368421,NA
NA,NA,Shubie 2,2022-05-24,00:00:00,0,3,21,5,2022,14.4,10.38,236.6,7.49,192.7,NA,NA,NA,24.85025929,8.037742193,32.57775113,NA,174065.1,NA,NA,1622.4,359.5,31725.2,0.096,2.475,37,NA,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,62.48746459422355,0,1590018.4410080172,45,45,45,45,0.4494,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-05-31,00:00:00,0,3,22,5,2022,15.5,9.98,244.4,7.67,192.5,NA,NA,NA,19.37987325,15.4734609,27.75671778,NA,149451.5,NA,NA,1187.7,4305,24484.1,0.0955,6.285,59.5,3.2875,3.113,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,491.05996405332377,0,1382372.1486207873,75,75,75,75,NA,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-06-07,00:00:00,0,3,23,6,2022,17.6,9.42,262.8,7.71,198.5,NA,NA,NA,6.978865274,16.34117096,46.8071259,NA,115406.1,NA,NA,679.4,2.3,13390.1,0.091,1.67,47.5,3.4555,7.842,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,3091.935694294063,0,1789930.69132517,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-06-14,00:00:00,0,3,24,6,2022,18.6,7.93,254,7.7,187.8,NA,NA,NA,33.5593029,8.540255639,36.44584188,NA,119717.4,NA,NA,613.2,1772.6,17125.1,0.0715,1.325,43,3.2835,3.0620000000000003,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,2.5851473985158724,0,42743.26150339492,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-06-21,00:00:00,0,3,25,6,2022,18.1,8.04,257.6,7.58,192.9,NA,NA,NA,30.02507979,6.793897018,46.13097702,NA,113011.7,NA,NA,605.7,1645,13143.8,0.1035,16.95,72.5,3.795,3.2035,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,4.255131156082968,0,1307.815339686331,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-06-28,00:00:00,0,3,26,6,2022,19.3,8.01,255.3,7.55,186.1,NA,NA,NA,24.90756604,15.7019217,43.11423972,NA,NA,NA,NA,NA,NA,NA,0.0995,0.979,26.5,3.2815,3.138,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,1.1456449300906215,NA,705.2135072075007,45,45,NA,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-07-05,00:00:00,0,3,27,7,2022,21.3,7.94,248.2,7.49,174.4,NA,NA,NA,16.28857777,5.630213854,18.81826069,NA,NA,NA,NA,NA,NA,NA,0.096,1.73,30.5,3.2145,3.067,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0.48890868968489415,0,652.4833852567162,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-07-12,00:00:00,0,3,28,7,2022,21.2,7.22,271.9,7.72,190.4,NA,NA,NA,24.04498658,4.580376881,31.38217431,NA,NA,NA,NA,NA,NA,NA,0.093,1.415,31.5,3.1799999999999997,3.16,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,0.35423006012049013,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-07-19,00:00:00,0,3,29,7,2022,22.2,6.59,275.5,7.42,189.4,NA,NA,NA,14.35171238,43.42353758,14.00712626,NA,NA,NA,NA,NA,NA,NA,0.088,0.921,20,3.042,2.9095,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,18.75728354454489,3088897635.7888536,323186.2779274126,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-07-26,00:00:00,0,3,30,7,2022,23.8,6.86,289.2,7.76,192.4,NA,NA,NA,14.40797301,15.51351625,12.70740832,NA,103462.4,NA,NA,545.6,11,13803.9,0.0858,1.0035,20.5,7.391,2.9785,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,44.464008859150915,0,116234.42364521504,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-08-02,00:00:00,0,3,31,8,2022,24,6.6,279.4,7.51,185,NA,NA,NA,19.35725306,8.330135568,17.3184295,NA,104011.9,NA,NA,521,NA,13908.5,0.082,1.11,15,3.1005,3.1455,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,1.9640186398194104,2.836022981801496,0,10791.887385811144,45,45,45,45,0.2,NA,NA,0.2,NA,NA
NA,NA,Shubie 2,2022-08-09,00:00:00,0,3,32,8,2022,24.3,5.58,296.9,7.48,195.6,NA,NA,NA,13.34695974,3.769416223,7.118208761,NA,72376.5,NA,NA,391.6,NA,10187.1,0.0775,0.5435,10,3.1385,3.05,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,169.81723486397382,117.70472483889893,0,91815.08918845686,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-08-16,00:00:00,0,3,33,8,2022,23.2,6.64,287.6,7.38,193.7,NA,NA,NA,18.82956919,4.014060197,11.23020145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2075,2.8895,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,136.57653134601298,0,149546.74766156828,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-08-23,00:00:00,0,3,34,8,2022,23.1,8.27,285,7.38,192.9,NA,NA,NA,20.52414412,2.9276928,17.31775199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9585,2.7119999999999997,0.248,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,138391.52377232446,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-08-30,00:00:00,0,3,35,8,2022,23.2,6.67,205.9,7.5,138.9,NA,NA,NA,11.49175523,13.24346232,23.86708584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7755,0.17465,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,4902.091311346747,0,153713.38236102377,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-09-06,00:00:00,0,3,36,9,2022,21.9,6.69,179.1,7.4,124,NA,NA,NA,7.944904417,3.054470059,3.205705031,24.1,113878.6,5.3,27,327.8,2.6,12575.2,0.0685,0.35650000000000004,3,2.938,3.009,0.3074,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,6820.909471064693,0,197518.55588365384,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-09-13,00:00:00,0,3,37,9,2022,21.6,6.57,283.2,7.39,196.7,NA,NA,NA,7.6018559,3.541348108,7.578402173,42.2394,115240.5,NA,24.8,321.1,NA,13821.4,0.0695,1.475,5.5,2.704,2.7815,0.17135,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,18566.8672050484,0,615578.0548825511,45,45,45,45,0.2489,0.064252632,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-09-20,00:00:00,0,3,38,9,2022,18.3,7.47,264.2,7.32,197.5,NA,NA,NA,7.934398689,5.050062827,9.701490938,NA,NA,NA,NA,NA,NA,NA,0.0285,0.33799999999999997,4.5,2.736,2.608,0.194,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,8333.196326237705,0,259772.9644745029,45,45,45,45,0.2,0.098063158,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-10-04,00:00:00,0,3,40,10,2022,14.8,8.44,235,7.17,189.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0805,0.754,1,NA,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,542.0991978652994,0,315509.7593923723,45,45,45,45,0.2,0.311684211,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-10-11,00:00:00,0,3,41,10,2022,14.5,7.13,227.6,7.22,184.8,NA,NA,NA,10.5741698,10.2565184,14.98228191,NA,NA,NA,NA,NA,NA,NA,0.082,0.855,5,2.695,2.831,0.2963,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,2.453894237581934,0,170681.43795007814,45,45,45,45,0.2,0.083642105,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-10-18,00:00:00,0,3,42,10,2022,15.8,8.16,239.2,7.35,188.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08449999999999999,0.7215,4.5,2.726,2.984,0.3066,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,1169.226344744481,0,17680.614103569966,45,45,45,45,0.2,0.105726316,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-10-25,00:00:00,0,3,43,10,2022,15.7,6.53,233.8,7.34,184.7,NA,NA,NA,11.6112453,13.05469884,14.94509719,NA,NA,NA,NA,NA,NA,NA,0.08,6.245,2,2.735,2.943,0.2936,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,1595.332066762028,0,32732.40486638754,90,90,90,90,0.2,0.1056,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-11-01,00:00:00,0,3,44,11,2022,14.2,8.96,224.2,7.47,183.6,NA,NA,NA,54.9226956,5.260885226,41.72859105,NA,NA,NA,NA,NA,NA,NA,0.088,1.0275,5,2.967,2.936,0.31655,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,2053.637909558982,0,721008.0776693204,90,90,90,90,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Shubie 2,2022-11-08,00:00:00,0,3,45,11,2022,12.6,7.38,215.3,7.43,183.4,NA,NA,NA,NA,NA,NA,20.8,91520.1,4,30,843.6,53.2,9647,0.093,4.49,5,2.961,2.869,0.35540000000000005,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,160.56237464307134,0,3627.686516885989,90,90,90,90,0.8191,0.05,NA,0.2,0.05,NA
kdhyw-9,s2_053023,Shubie 2,2023-05-30,11:01:00,11,3,22,5,2023,16.3,12.24,241.2,7.48,188,NA,NA,NA,19.04079000140053,2.020415203625062,26.479448229077448,38.6736,246963.2828,4.0545,41.439,2064.1054,15.1366,17602.9559,0.03766666666666667,1.221,10,3.26,3.482,0.3776,NA,2,5,2,9,12,9,9,10,10,9,NA,61.4831,NA,250,250,250,0,5.677419394136446,0,14847.634333931308,45,45,45,45,0,NA,NA,0.22114,0.00631578947368421,NA
jbxpa-37,s2_060623,Shubie 2,2023-06-06,10:39:00,10,3,23,6,2023,14.5,6.9,238.6,7.88,193.7,NA,NA,NA,34.37164816007547,5.181270459615732,43.330746203247095,28.2359,119020.7433,2.2123,38.857,2225.6934,79.575,NA,0.02,1.4266666666666667,12,3.342,3.285,0.3207,NA,2,5,2,9,12,9,9,10,10,9,NA,16.2294,0.367,250,250,750,0,4.477033631268129,0,28532.82582777344,9,9,9,9,0,NA,NA,0.22114,0.00631578947368421,NA
pedqj-76,s2_061323,Shubie 2,2023-06-13,00:00:00,0,3,24,6,2023,19,6.8,247.1,7.23,181.3,NA,NA,NA,82.35047906589118,10.568621924538112,154.45083015846157,30.2877,221011.4449,2.7378,37.618,1594.8691,24.8098,16884.8754,0.10466666666666669,4.244,15,3.399,3.528,0.3233,NA,2,5,2,9,12,9,9,10,10,9,NA,9.1285,0.295,250,250,250,0,0,0,254041.12071736617,18,18,18,18,0,0,NA,0.22114,0.00631578947368421,NA
zxjvg-108,s2_062023,Shubie 2,2023-06-20,10:54:00,10,3,25,6,2023,16.9,9.26,234.4,7.43,180.1,NA,NA,NA,29.246021725730348,6.63468450303618,35.334209356030506,NA,NA,NA,NA,NA,NA,NA,0.09233333333333334,1.146,19,NA,3.501,0.3306,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,23.3235,NA,250,1000,1000,0,0,0,317.1347384786023,18,18,18,18,0,NA,NA,0.22114,NA,NA
ouqkn-129,s2_062723,Shubie 2,2023-06-27,11:04:00,11,3,26,6,2023,20.1,7.01,258.8,7.39,185,NA,NA,NA,26.399238490109184,7.983435726433304,37.151543495187966,14.6732,86932.5451,1.3421,29.607,1207.4742,29.1134,12909.8357,0.10433333333333332,1.2813333333333332,19,NA,3.446,0.2966,NA,2,5,2,9,12,9,9,10,10,9,NA,24.491,NA,250,1000,1000,0,26.57098135137919,0,86249.94846851272,9,9,9,9,0,NA,NA,0.22114,NA,NA
xfzgc-153,s2_070423,Shubie 2,2023-07-04,10:56:00,10,3,27,7,2023,19.9,8.1,242.7,7.12,174.7,NA,NA,NA,40.81701165310199,10.563364608433254,85.4998584591798,NA,NA,NA,NA,NA,NA,NA,0.12266666666666666,2.9619999999999997,12.333333333333334,3.507,3.515,0.2711,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,23.3235,1.206,250,625,625,0,144.67954745247616,0,41819.308266590786,3.6,3.6,3.6,3.6,0,NA,NA,0.22114,NA,NA
cjvdi-172,s2_071123,Shubie 2,2023-07-11,10:16:00,10,3,28,7,2023,22.4,7.67,256.3,7.59,175.7,NA,NA,NA,18.620635569785694,6.781267092775849,37.43093509681707,NA,NA,NA,NA,NA,NA,NA,0.118,1.0546666666666666,11.666666666666666,3.435,3.61,0.2508,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,21.0215,0.2261,250,1000,1000,0,41.423227854180226,0.10938451439886604,65557.46073623911,2.25,2.25,2.25,2.25,0,0,NA,0.22114,0.00631578947368421,NA
gukio-198,s2_071823,Shubie 2,2023-07-18,10:05:00,10,3,29,7,2023,23.3,6.61,249.1,7.14,167.4,NA,NA,NA,23.642866200712707,6.166556663612295,96.13364153825388,20.0185,80785.3579,3.2417,31.983,859.0936,NA,12037.5674,0.128,1.117,11,3.937,3.753,0.247,NA,2,5,2,9,12,9,9,10,10,9,NA,22.3692,0.2756,250,1000,1000,0,1105.6380321410777,0,40763.751551112655,3,3,3,3,0,0,NA,0.22114,0.00631578947368421,NA
clerq-229,s2_072523,Shubie 2,2023-07-25,10:22:00,10,3,30,7,2023,24.3,5.67,230.9,7.1,152.2,NA,NA,NA,73.24112892808277,8.810189244485656,127.95421732548196,23.0494,70532.9708,3.0369,30.608,910.586,NA,10714.1789,0.18633333333333332,4.8933333333333335,27.666666666666668,5.28,4.677,0.2502,NA,2,5,2,9,12,9,9,10,10,9,NA,20.9654,0.2632,250,1000,1000,1.117876522942861,33.27816102020072,0,87535.1942833832,3,3,3,3,0,0,NA,0.22114,0.00631578947368421,NA
